contig	orf	taxonomy	erfc	orf_taxonomy	refseq_product	refseq_evalue	refseq_bitscore	uniprot_ac	eggnog_ssid_b	eggnog_species_id	uniprot_id	cog_func_id	cog_id	cog_product	cog_level1_code	cog_level1_name	cog_level2_name	cazy_id1	cazy_id2	cazy_class	cazy_clan	cazy_product	cazy_gene_id	cazy_taxa	cazy_ec	ko_id	ko_level1_name	ko_level2_name	ko_level3_id	ko_level3_name	ko_gene_symbol	ko_product	ko_ec	eggnog_evalue	eggnog_bitscore
k81_7118	k81_7118_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. I48	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7118	k81_7118_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. I48	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_712	k81_712_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7124	k81_7124_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. P5-125	1.0	Prevotella sp. P5-125	ATPase	9.799999999999998e-176	624.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8999999999999994e-174	617.8
k81_7127	k81_7127_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_713	k81_713_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	1-deoxy-D-xylulose-5-phosphate synthase	1e-75	290.4	D1PHJ7	PREVCOP_06717	537011.0	D1PHJ7_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6999999999999997e-76	290.4
k81_7132	k81_7132_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella ruminicola	1.0	Prevotella ruminicola	UDP-glucose 4-epimerase	1.3999999999999998e-99	370.2	D8E0B6	PBR_0236	752555.0	D8E0B6_PREBR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.999999999999999e-100	369.8
k81_7132	k81_7132_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella ruminicola	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7144	k81_7144_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	hypothetical protein	1.2999999999999998e-67	263.5	D1PDI1	PREVCOP_05271	537011.0	D1PDI1_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.399999999999999e-68	263.5
k81_7146	k81_7146_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	O-acetylhomoserine aminocarboxypropyltransferase	2.8999999999999995e-96	359.0	D1PAS9	PREVCOP_04304	537011.0	D1PAS9_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.799999999999999e-97	359.0
k81_7148	k81_7148_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	carbohydrate kinase	1.3999999999999996e-124	453.4	D1PGH4	PREVCOP_06339	537011.0	D1PGH4_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.799999999999999e-125	453.4
k81_7149	k81_7149_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7150	k81_7150_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	TonB-denpendent receptor	3.799999999999998e-184	651.7	D1P9Q5	PREVCOP_03985	537011.0	D1P9Q5_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.999999999999998e-185	651.7
k81_7153	k81_7153_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	DNA-binding response regulator	8.699999999999997e-122	444.1	D1PHB1	PREVCOP_06631	537011.0	D1PHB1_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3999999999999996e-122	444.1
k81_7156	k81_7156_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella buccalis	1.0	Prevotella buccalis	polyphosphate kinase 1	2.3999999999999994e-83	316.2	D1W9B8	HMPREF0650_1005	679190.0	D1W9B8_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.499999999999998e-84	316.2
k81_716	k81_716_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1.0	Bacteroides vulgatus	phosphoesterase	9.099999999999999e-89	334.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5e-89	334.0
k81_7163	k81_7163_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides distasonis	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7163	k81_7163_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides distasonis	1.0	Parabacteroides distasonis	peptidase S9	3.6999999999999996e-37	161.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e-37	161.4
k81_7165	k81_7165_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	hypothetical protein	3.099999999999999e-107	395.6	D1PBX4	PREVCOP_04704	537011.0	D1PBX4_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.399999999999998e-108	395.6
k81_7168	k81_7168_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. KHD1	1.0	Prevotella sp. KHD1	cell surface protein SprA	5.799999999999997e-178	631.7	D1PHI7	PREVCOP_06707	537011.0	D1PHI7_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0999999999999995e-264	917.9
k81_717	k81_717_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1.0	Bacteroides	MULTISPECIES: aspartate 4-decarboxylase	3.599999999999999e-131	475.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.499999999999997e-136	488.8
k81_718	k81_718_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7182	k81_7182_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	hypothetical protein	6.699999999999999e-71	274.2	D1PFV5	PREVCOP_06113	537011.0	D1PFV5_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7999999999999997e-71	274.2
k81_7184	k81_7184_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7184	k81_7184_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	1.0	Prevotella stercorea	hypothetical protein	7.099999999999998e-117	427.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7188	k81_7188_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7189	k81_7189_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	2.6e-49	202.2	D4IN57	AL1_20500	717959.0	D4IN57_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.099999999999999e-50	202.2
k81_7189	k81_7189_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroides ovatus	hypothetical protein	3.2e-32	144.8	D4IN56	AL1_20490	717959.0	D4IN56_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.8e-33	144.8
k81_7190	k81_7190_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	hypothetical protein	2.6e-25	121.7	D1PDS9	PREVCOP_05371	537011.0	D1PDS9_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.200000000000001e-26	121.7
k81_7190	k81_7190_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella bryantii	magnesium chelatase	1.2999999999999994e-200	706.8	D8DXF1	PBR_1001	752555.0	D8DXF1_PREBR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.3999999999999984e-201	706.8
k81_7191	k81_7191_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7191	k81_7191_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1.0	Bacteroidales	MULTISPECIES: hypothetical protein	1.8e-77	296.2	B0MZD6	ALIPUT_02510	445970.0	B0MZD6_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.099999999999999e-78	296.2
k81_7192	k81_7192_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7192	k81_7192_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1.0	Bacteroides vulgatus	hybrid sensor histidine kinase/response regulator	6.4e-54	217.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7e-54	217.6
k81_7193	k81_7193_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	1.0	Bacteroides stercoris	glycosyltransferase	4.799999999999999e-94	351.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3999999999999997e-75	288.5
k81_7198	k81_7198_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7199	k81_7199_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	2.0999999999999997e-88	332.8	D1PAP1	PREVCOP_04266	537011.0	D1PAP1_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.699999999999999e-89	332.8
k81_7199	k81_7199_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	2.3999999999999994e-144	519.2	D1PAP2	PREVCOP_04267	537011.0	D1PAP2_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.499999999999997e-145	519.2
k81_7202	k81_7202_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii	1.0	Prevotella bryantii	thiamine-phosphate kinase	1.5999999999999996e-170	606.7	D8E085	PBR_0311	752555.0	D8E085_PREBR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.399999999999998e-171	606.7
k81_7203	k81_7203_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	Fe-S oxidoreductase	9.8e-61	240.4	D1PCY0	PREVCOP_05065	537011.0	D1PCY0_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7e-61	240.4
k81_7203	k81_7203_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7204	k81_7204_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7204	k81_7204_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	hypothetical protein	4e-23	114.8	D1PB12	PREVCOP_04388	537011.0	D1PB12_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1000000000000001e-23	114.8
k81_7207	k81_7207_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	1.0	Bacteroides plebeius	SusC/RagA family TonB-linked outer membrane protein	0.0	1172.5	B5D4B1	BACPLE_03866	484018.0	B5D4B1_BACPM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	1172.5
k81_721	k81_721_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	dihydroxy-acid dehydratase	1.1999999999999996e-100	373.6	D1PBT3	PREVCOP_04663	537011.0	D1PBT3_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.199999999999999e-101	373.6
k81_721	k81_721_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella bryantii	acetolactate synthase, large subunit, biosynthetic type	9.299999999999999e-188	664.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4999999999999995e-193	681.4
k81_7210	k81_7210_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	MATE family efflux transporter	6.499999999999999e-90	337.8	D1PBL3	PREVCOP_04593	537011.0	D1PBL3_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8000000000000001e-90	337.8
k81_7212	k81_7212_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	O-acetylhomoserine aminocarboxypropyltransferase	4.5999999999999995e-85	321.6	E7RQU8	HMPREF0663_11549	873533.0	E7RQU8_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4999999999999995e-72	276.9
k81_7215	k81_7215_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7217	k81_7217_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	carbohydrate kinase	7.499999999999997e-166	590.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.799999999999999e-155	553.9
k81_7219	k81_7219_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella buccae	1.0	Prevotella buccae	DNA-directed RNA polymerase sigma-70 factor	8.999999999999998e-66	257.7	D1PCY6	PREVCOP_05071	537011.0	D1PCY6_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.4e-90	336.3
k81_722	k81_722_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1.0	Prevotella	MULTISPECIES: ribosomal protein S12 methylthiotransferase RimO	1.1999999999999997e-92	347.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2999999999999997e-93	347.1
k81_7220	k81_7220_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	hypothetical protein	3.699999999999999e-77	295.4	D1PD03	PREVCOP_05089	537011.0	D1PD03_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e-77	295.4
k81_7225	k81_7225_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19	1.0	Bacteroides sp. 3_1_19	hypothetical protein	3.5999999999999998e-78	298.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.799999999999998e-79	298.5
k81_7227	k81_7227_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	endopeptidase La	1.8999999999999994e-90	339.7	D1PGS6	PREVCOP_06441	537011.0	D1PGS6_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.1e-91	339.7
k81_723	k81_723_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__Alloprevotella rava	1.0	Alloprevotella rava	cytochrome c biogenesis protein	2.8999999999999994e-62	246.1	D3I102	HMPREF0649_02184	575611.0	D3I102_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1e-62	245.7
k81_7230	k81_7230_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7230	k81_7230_2	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_7232	k81_7232_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.5599458008536309	Prevotella sp. MSX73	imidazole glycerol phosphate synthase cyclase subunit	3.899999999999999e-94	352.1	D1P968	PREVCOP_03725	537011.0	D1P968_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.899999999999998e-109	399.4
k81_7232	k81_7232_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.5599458008536309	Prevotella copri	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase	2.899999999999999e-119	435.6	D1P967	PREVCOP_03724	537011.0	D1P967_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.999999999999998e-120	435.6
k81_7232	k81_7232_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.5599458008536309	Prevotella copri	phosphonate ABC transporter ATP-binding protein	2.7999999999999993e-128	465.7	D1P966	PREVCOP_03723	537011.0	D1P966_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.799999999999998e-129	465.7
k81_7236	k81_7236_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	1.0	Bacteroides eggerthii	iron ABC transporter substrate-binding protein	5.7e-91	341.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4999999999999998e-91	341.3
k81_7239	k81_7239_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	integration host factor subunit beta	4.599999999999999e-45	188.0	D1PBX3	PREVCOP_04703	537011.0	D1PBX3_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3e-45	188.0
k81_724	k81_724_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1.0	Bacteroides vulgatus	peptidase S41	7.599999999999999e-89	334.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9999999999999985e-89	332.8
k81_7243	k81_7243_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	1.3999999999999995e-66	260.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.699999999999999e-67	260.0
k81_7243	k81_7243_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	9e-40	170.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5e-40	170.2
