contig	orf	taxonomy	erfc	orf_taxonomy	refseq_product	refseq_evalue	refseq_bitscore
k81_9908	k81_9908_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: thiol:disulfide interchange protein	1.5e-73	283.1
k81_971	k81_971_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: integrase	1.2e-52	213.4
k81_971	k81_971_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroides fragilis	DNA topoisomerase I	6.1e-51	207.6
k81_4725	k81_4725_1		1.0	root	hypothetical protein	NA	NA
k81_4725	k81_4725_2		1.0	root	hypothetical protein	NA	NA
k81_1510	k81_1510_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella buccae	1	Prevotella buccae	nucleoside kinase	8.6e-110	404.4
k81_18	k81_18_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	DUF2958 domain-containing protein	1.5e-55	223.0
k81_3854	k81_3854_1		1.0	root	hypothetical protein	NA	NA
k81_635	k81_635_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	hypothetical protein	9.0e-119	434.1
k81_635	k81_635_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella sp. HUN102	IS4 family transposase	3.3e-100	372.5
k81_3792	k81_3792_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	1	Bacteroides thetaiotaomicron	hypothetical protein	3.1e-63	249.2
k81_5437	k81_5437_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides distasonis	1	Parabacteroides distasonis	magnesium chelatase	4.6e-95	355.1
k81_6389	k81_6389_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	molecular chaperone DjlA	3.1e-113	415.6
k81_7230	k81_7230_2		1.0	root	hypothetical protein	NA	NA
k81_4003	k81_4003_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	5.5e-83	314.7
k81_3619	k81_3619_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	hypothetical protein	8.9e-62	243.8
k81_5319	k81_5319_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: T9SS C-terminal target domain-containing protein	0.0e+00	1803.9
k81_5319	k81_5319_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroides coprophilus	hypothetical protein	0.0e+00	2020.4
k81_6168	k81_6168_4		1.0	root	hypothetical protein	NA	NA
k81_1209	k81_1209_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	xylanase	4.5e-154	551.6
k81_3072	k81_3072_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	membrane protein	4.2e-77	295.0
k81_9274	k81_9274_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	1	Prevotella bivia	ligand-gated channel protein	9.0e-66	257.7
k81_9274	k81_9274_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	1	root	hypothetical protein	NA	NA
k81_8592	k81_8592_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	8.2e-162	577.4
k81_8592	k81_8592_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	DNA alkylation repair protein	5.5e-112	411.4
k81_6155	k81_6155_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1	Prevotella	MULTISPECIES: tRNA nucleotidyltransferase	2.1e-133	483.0
k81_7568	k81_7568_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides distasonis	1	Parabacteroides distasonis	chromosome partitioning protein ParA	4.6e-112	411.8
k81_3199	k81_3199_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	ATPase AAA	1.2e-67	263.5
k81_1580	k81_1580_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	root	hypothetical protein	NA	NA
k81_1580	k81_1580_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: non-receptor tyrosine-protein kinase TNK1	2.1e-36	159.1
k81_9041	k81_9041_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. HGB5	1	root	hypothetical protein	NA	NA
k81_9041	k81_9041_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. HGB5	1	Alistipes sp. HGB5	mannosyltransferase	3.6e-46	192.2
k81_326	k81_326_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: maturase	8.9e-96	357.5
k81_2614	k81_2614_1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	1	Faecalibacterium prausnitzii	glycosyl hydrolase family 25	3.5e-19	101.7
k81_2614	k81_2614_2	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	1	root	hypothetical protein	NA	NA
k81_3554	k81_3554_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	1	root	hypothetical protein	NA	NA
k81_3554	k81_3554_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30	1	Bacteroides sp. 1_1_30	hybrid sensor histidine kinase/response regulator	1.3e-47	196.4
k81_6560	k81_6560_1		1.0	root	hypothetical protein	NA	NA
k81_7786	k81_7786_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: galactokinase	4.4e-64	251.5
k81_3038	k81_3038_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	serine protease	9.2e-69	267.3
k81_721	k81_721_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	dihydroxy-acid dehydratase	1.2e-100	373.6
k81_721	k81_721_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella bryantii	acetolactate synthase, large subunit, biosynthetic type	9.3e-188	664.1
k81_6154	k81_6154_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii	1	Prevotella bryantii	peptidase S41	4.4e-114	418.7
k81_2377	k81_2377_1		1.0	root	hypothetical protein	NA	NA
k81_10264	k81_10264_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hybrid sensor histidine kinase/response regulator	6.9e-220	770.8
k81_5870	k81_5870_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	starch-binding protein	2.4e-71	275.8
k81_8647	k81_8647_1		1.0	root	hypothetical protein	NA	NA
k81_10026	k81_10026_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	ATPase	1.3e-106	393.7
k81_10026	k81_10026_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	aspartate-semialdehyde dehydrogenase	5.5e-186	657.9
k81_7463	k81_7463_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	ATP-dependent Clp protease ClpC	2.9e-179	635.6
k81_7463	k81_7463_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_7796	k81_7796_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hemolysin	1.0e-128	467.2
k81_527	k81_527_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	1	Bacteroides faecis	hypothetical protein	2.9e-88	332.4
k81_7163	k81_7163_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides distasonis	1	root	hypothetical protein	NA	NA
k81_7163	k81_7163_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides distasonis	1	Parabacteroides distasonis	peptidase S9	3.7e-37	161.4
k81_585	k81_585_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	transporter	6.9e-53	214.2
k81_585	k81_585_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	pseudouridine synthase	2.2e-47	195.7
k81_10257	k81_10257_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella albensis	1	Prevotella albensis	RelA/SpoT family protein	2.0e-86	326.6
k81_2895	k81_2895_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	0.09589096714246548	Bacteroides faecis	glucosaminidase	1.5e-62	246.5
k81_2895	k81_2895_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	0.09589096714246548	Bacteroides faecis	hypothetical protein	7.4e-57	227.6
k81_10033	k81_10033_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	Alistipes putredinis	hypothetical protein	9.0e-62	244.2
k81_2245	k81_2245_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	5.2e-150	538.1
k81_2245	k81_2245_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	two-component system response regulator	7.4e-115	421.0
k81_6001	k81_6001_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	glycosyl hydrolase	9.1e-51	207.2
k81_4507	k81_4507_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella albensis	1	Prevotella albensis	hypothetical protein	3.2e-159	569.3
k81_4507	k81_4507_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella albensis	1	root	hypothetical protein	NA	NA
k81_1179	k81_1179_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: DNA glycosylase	2.4e-60	239.2
k81_4002	k81_4002_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	transcription elongation protein SprT	3.7e-122	445.3
k81_4002	k81_4002_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	5.5e-71	274.6
k81_10289	k81_10289_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	ribosomal protein S12 methylthiotransferase RimO	2.0e-49	202.6
k81_10289	k81_10289_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	DNA-binding protein	7.3e-46	190.7
k81_10289	k81_10289_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	root	hypothetical protein	NA	NA
k81_5663	k81_5663_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	1	Bacteroides ovatus	glycosyltransferase	1.9e-46	192.6
k81_5663	k81_5663_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	1	root	hypothetical protein	NA	NA
k81_8781	k81_8781_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: K+-transporting ATPase subunit A	6.3e-78	297.7
k81_367	k81_367_1		1.0	root	hypothetical protein	NA	NA
k81_2725	k81_2725_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	acyltransferase	1.4e-106	393.3
k81_2725	k81_2725_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	5.2e-72	278.1
k81_3017	k81_3017_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella maculosa	1	Prevotella maculosa	elongation factor G	0.0e+00	1352.8
k81_1487	k81_1487_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus	1	Bacteroides coprophilus	hypothetical protein	0.0e+00	2019.6
k81_520	k81_520_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	tRNA nucleotidyltransferase	5.9e-42	177.6
k81_9118	k81_9118_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	class A broad-spectrum beta-lactamase CfxA	3.8e-72	278.5
k81_62	k81_62_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: hypothetical protein	9.5e-85	320.5
k81_1752	k81_1752_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	1	Bacteroides uniformis	hypothetical protein	2.1e-85	322.8
k81_8413	k81_8413_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella paludivivens	1	Prevotella paludivivens	SusC/RagA family TonB-linked outer membrane protein	0.0e+00	1238.8
k81_2888	k81_2888_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: electron transfer flavoprotein subunit alpha	4.9e-78	298.1
k81_5328	k81_5328_2		1.0	root	hypothetical protein	NA	NA
k81_5328	k81_5328_3		1.0	root	hypothetical protein	NA	NA
k81_5637	k81_5637_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella oryzae	1	Prevotella oryzae	beta-galactosidase	7.3e-108	398.3
k81_7622	k81_7622_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: hypothetical protein	9.7e-82	310.5
k81_8935	k81_8935_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella buccae	1	Prevotella buccae	SusC/RagA family TonB-linked outer membrane protein	0.0e+00	1246.9
k81_4325	k81_4325_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1	root	hypothetical protein	NA	NA
k81_4325	k81_4325_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1	Prevotella	MULTISPECIES: F0F1 ATP synthase subunit beta	5.0e-108	398.3
k81_10034	k81_10034_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: MFS transporter	1.5e-23	115.9
k81_8730	k81_8730_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	peptidase S9	1.9e-109	402.9
k81_9300	k81_9300_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroides	MULTISPECIES: hypothetical protein	7.0e-32	144.1
k81_9300	k81_9300_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	2.4e-65	255.8
k81_5486	k81_5486_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: mannose-1-phosphate guanyltransferase	4.3e-83	315.1
k81_1862	k81_1862_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	4.3e-89	335.1
k81_2301	k81_2301_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	TonB-dependent receptor	1.0e-259	903.3
k81_5069	k81_5069_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	malonyl CoA-acyl carrier protein transacylase	3.6e-45	188.3
k81_9344	k81_9344_1		1.0	root	hypothetical protein	NA	NA
k81_4032	k81_4032_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;s__Bacteroidales bacterium KA00344	1	Bacteroidales bacterium KA00344	B-1,4-endoglucanase	5.1e-134	485.3
k81_2900	k81_2900_1		1.0	root	hypothetical protein	NA	NA
k81_2900	k81_2900_2		1.0	root	hypothetical protein	NA	NA
k81_2900	k81_2900_3		1.0	root	hypothetical protein	NA	NA
k81_9181	k81_9181_1	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Riemerella;s__Riemerella anatipestifer	1	Riemerella anatipestifer	IS4 family transposase	1.6e-116	426.8
k81_8817	k81_8817_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	1	Bacteroides sp. 2_2_4	hypothetical protein	7.2e-35	154.8
k81_4845	k81_4845_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	Bacteroides fragilis	hypothetical protein	1.4e-83	316.6
k81_2698	k81_2698_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. 109	1	Prevotella sp. 109	hypothetical protein	7.4e-39	167.5
k81_3600	k81_3600_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	1	Bacteroides xylanisolvens	hypothetical protein	7.1e-98	365.2
k81_9532	k81_9532_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	Bacteroides fragilis	hypothetical protein	1.4e-47	196.4
k81_2271	k81_2271_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	heat-shock protein	1.0e-49	203.8
k81_2271	k81_2271_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella	MULTISPECIES: AraC family transcriptional regulator	3.5e-97	362.5
k81_5176	k81_5176_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella buccae	1	Prevotella buccae	hypothetical protein	6.7e-167	594.7
k81_4016	k81_4016_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	DNA recombination/repair protein RecA	1.8e-51	209.5
k81_9848	k81_9848_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: DNA-binding protein	4.7e-31	141.0
k81_663	k81_663_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	amidophosphoribosyltransferase	6.8e-49	201.1
k81_8307	k81_8307_1		1.0	root	hypothetical protein	NA	NA
k81_3559	k81_3559_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	putative glycosyltransferase	6.0e-85	321.2
k81_3559	k81_3559_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella sp. MSX73	lipopolysaccharide biosynthesis protein	4.8e-117	428.7
k81_863	k81_863_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	acid phosphatase	2.4e-141	509.2
k81_6161	k81_6161_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	2.5e-37	162.2
k81_7817	k81_7817_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	9.3e-118	430.6
k81_7977	k81_7977_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	Alistipes putredinis	hypothetical protein	3.8e-47	195.3
k81_9589	k81_9589_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	patatin	7.1e-80	304.3
k81_2024	k81_2024_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	aminoacyl-histidine dipeptidase	1.3e-122	446.8
k81_4390	k81_4390_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	root	hypothetical protein	NA	NA
k81_4390	k81_4390_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	rod shape-determining protein MreC	2.4e-161	575.9
k81_4390	k81_4390_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	rod shape-determining protein MreD	3.0e-84	318.9
k81_1964	k81_1964_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	ATPase AAA	1.5e-186	659.8
k81_7985	k81_7985_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. AGR2160	1	Prevotella sp. AGR2160	lipoprotein ABC transporter ATP-binding protein	6.1e-105	388.3
